#mGo	mLSP	Total	Counts	genWeight
1350	350	6717208	4759	4759.000
1300	650	6717208	5783	5783.000
1100	400	6717208	24739	24739.000
1650	1000	6717208	3741	3741.000
1800	1050	6717208	3611	3611.000
1800	400	6717208	3369	3369.000
750	300	6717208	30962	30962.000
900	300	6717208	31448	31448.000
1350	300	6717208	5704	5704.000
1650	950	6717208	3686	3686.000
1000	650	6717208	26684	26684.000
1800	500	6717208	4221	4221.000
2000	400	6717208	4515	4515.000
1400	1175	6717208	4221	4221.000
700	0	6717208	29839	29839.000
1400	950	6717208	4232	4232.000
1750	0	6717208	3830	3830.000
1350	1000	6717208	4729	4729.000
1550	700	6717208	3091	3091.000
1200	400	6717208	11745	11745.000
1850	1600	6717208	3972	3972.000
1750	950	6717208	3554	3554.000
1850	1000	6717208	3545	3545.000
2000	800	6717208	3987	3987.000
800	575	6717208	29752	29752.000
1850	1450	6717208	3180	3180.000
1100	500	6717208	24636	24636.000
1700	750	6717208	4894	4894.000
1250	0	6717208	11212	11212.000
1250	600	6717208	9375	9375.000
1500	1050	6717208	3983	3983.000
1450	450	6717208	4488	4488.000
1350	550	6717208	7611	7611.000
2000	1250	6717208	3723	3723.000
1300	1075	6717208	8985	8985.000
1550	100	6717208	4276	4276.000
1000	550	6717208	27884	27884.000
1800	600	6717208	4201	4201.000
1700	1450	6717208	3907	3907.000
1900	1600	6717208	5270	5270.000
1800	1500	6717208	3150	3150.000
1550	600	6717208	3532	3532.000
1050	350	6717208	26681	26681.000
1250	750	6717208	9962	9962.000
850	500	6717208	29714	29714.000
600	0	6717208	83720	83720.000
1850	500	6717208	2833	2833.000
1800	1150	6717208	3584	3584.000
1050	800	6717208	29078	29078.000
1850	950	6717208	4236	4236.000
1750	800	6717208	3741	3741.000
1400	700	6717208	3840	3840.000
1200	200	6717208	13707	13707.000
1600	850	6717208	3549	3549.000
1400	100	6717208	4467	4467.000
1350	500	6717208	5000	5000.000
800	0	6717208	29145	29145.000
2000	500	6717208	3961	3961.000
1900	1500	6717208	4140	4140.000
1450	700	6717208	4868	4868.000
1950	1600	6717208	2901	2901.000
1450	1000	6717208	2656	2656.000
1500	100	6717208	4072	4072.000
1300	950	6717208	7967	7967.000
1750	1100	6717208	2894	2894.000
1250	1025	6717208	8198	8198.000
1500	1000	6717208	3700	3700.000
1600	1375	6717208	2980	2980.000
1100	650	6717208	26440	26440.000
1650	650	6717208	3617	3617.000
1100	200	6717208	26005	26005.000
1350	900	6717208	5343	5343.000
1950	1150	6717208	2771	2771.000
1750	900	6717208	3848	3848.000
1400	900	6717208	3968	3968.000
1400	850	6717208	4593	4593.000
1350	100	6717208	4475	4475.000
1750	100	6717208	2906	2906.000
1200	350	6717208	13555	13555.000
1300	0	6717208	6935	6935.000
1950	300	6717208	3976	3976.000
1950	1200	6717208	3977	3977.000
1800	700	6717208	3670	3670.000
1650	200	6717208	4800	4800.000
900	0	6717208	30120	30120.000
900	100	6717208	32842	32842.000
1650	1100	6717208	2798	2798.000
1250	1000	6717208	9166	9166.000
2000	1000	6717208	3112	3112.000
1850	1200	6717208	4671	4671.000
1700	500	6717208	4738	4738.000
1100	700	6717208	27269	27269.000
650	350	6717208	52358	52358.000
1100	750	6717208	27590	27590.000
1850	0	6717208	2616	2616.000
2000	100	6717208	3988	3988.000
1650	1050	6717208	4651	4651.000
1900	950	6717208	4638	4638.000
1000	350	6717208	27379	27379.000
1800	1575	6717208	4591	4591.000
1400	300	6717208	3423	3423.000
#mGo	mLSP	Total	Counts	genWeight
1800	200	5808350	3298	3298.000
600	200	5808350	65440	65440.000
1950	800	5808350	3077	3077.000
1850	1400	5808350	2864	2864.000
1150	450	5808350	15904	15904.000
1300	700	5808350	6408	6408.000
1250	300	5808350	8294	8294.000
600	375	5808350	64162	64162.000
1600	100	5808350	4099	4099.000
1050	400	5808350	26622	26622.000
2000	700	5808350	3773	3773.000
1200	850	5808350	10130	10130.000
1950	1450	5808350	1418	1418.000
1150	400	5808350	15915	15915.000
1450	800	5808350	3608	3608.000
2000	1100	5808350	3889	3889.000
1300	750	5808350	5374	5374.000
1350	1125	5808350	4921	4921.000
1850	850	5808350	4670	4670.000
1800	1300	5808350	3308	3308.000
1100	800	5808350	23265	23265.000
1900	1050	5808350	3563	3563.000
1850	700	5808350	4289	4289.000
1300	800	5808350	5067	5067.000
900	675	5808350	22323	22323.000
1650	1150	5808350	2948	2948.000
1950	1400	5808350	3056	3056.000
1500	600	5808350	3611	3611.000
1600	950	5808350	2491	2491.000
1500	1200	5808350	2954	2954.000
1700	850	5808350	2671	2671.000
950	350	5808350	24067	24067.000
2000	200	5808350	3245	3245.000
1650	1350	5808350	4332	4332.000
1100	875	5808350	20238	20238.000
900	600	5808350	23567	23567.000
1300	850	5808350	5918	5918.000
1050	550	5808350	25793	25793.000
1350	600	5808350	5135	5135.000
2000	1350	5808350	4201	4201.000
700	100	5808350	24807	24807.000
1550	900	5808350	4189	4189.000
1150	350	5808350	15948	15948.000
1500	1250	5808350	3596	3596.000
1400	650	5808350	3792	3792.000
1100	450	5808350	25367	25367.000
1800	800	5808350	2963	2963.000
1550	1000	5808350	3273	3273.000
1150	650	5808350	16601	16601.000
1450	1050	5808350	3566	3566.000
1950	100	5808350	4226	4226.000
800	200	5808350	25501	25501.000
1550	200	5808350	3254	3254.000
1300	300	5808350	7131	7131.000
1700	900	5808350	3339	3339.000
1900	1350	5808350	4976	4976.000
1200	700	5808350	10551	10551.000
1350	950	5808350	5511	5511.000
1600	1050	5808350	2068	2068.000
1200	900	5808350	12148	12148.000
1300	350	5808350	6612	6612.000
1600	300	5808350	3607	3607.000
1550	800	5808350	3938	3938.000
1600	900	5808350	3027	3027.000
1650	500	5808350	2394	2394.000
900	500	5808350	28028	28028.000
1600	600	5808350	3342	3342.000
1650	1400	5808350	3175	3175.000
1900	1200	5808350	3388	3388.000
1950	700	5808350	3220	3220.000
1350	450	5808350	5655	5655.000
1800	1400	5808350	2021	2021.000
1700	600	5808350	3522	3522.000
1900	1250	5808350	3646	3646.000
1300	600	5808350	6138	6138.000
1250	200	5808350	8000	8000.000
1650	1425	5808350	3467	3467.000
1150	500	5808350	15367	15367.000
1350	400	5808350	4859	4859.000
1450	500	5808350	2584	2584.000
1000	600	5808350	27116	27116.000
1050	500	5808350	24271	24271.000
1750	750	5808350	2281	2281.000
1850	600	5808350	2341	2341.000
1600	800	5808350	2889	2889.000
1250	700	5808350	10147	10147.000
1850	1050	5808350	5021	5021.000
1900	1150	5808350	2680	2680.000
1550	500	5808350	3677	3677.000
750	450	5808350	25567	25567.000
2000	1050	5808350	3541	3541.000
1500	850	5808350	4180	4180.000
1500	1150	5808350	3612	3612.000
1450	550	5808350	3913	3913.000
1350	0	5808350	4350	4350.000
1450	850	5808350	3676	3676.000
1550	0	5808350	3571	3571.000
2000	0	5808350	4007	4007.000
1300	100	5808350	6449	6449.000
950	725	5808350	23636	23636.000
1850	1300	5808350	2529	2529.000
1000	400	5808350	25082	25082.000
1900	1550	5808350	3227	3227.000
1600	650	5808350	3697	3697.000
1700	1400	5808350	3028	3028.000
850	300	5808350	26444	26444.000
900	200	5808350	27526	27526.000
1850	100	5808350	3144	3144.000
1250	450	5808350	9798	9798.000
900	550	5808350	25407	25407.000
950	650	5808350	22152	22152.000
1750	1300	5808350	4102	4102.000
1550	400	5808350	2584	2584.000
700	400	5808350	25673	25673.000
1050	700	5808350	25396	25396.000
1950	600	5808350	3296	3296.000
1400	600	5808350	3371	3371.000
1900	1450	5808350	3508	3508.000
1000	100	5808350	24857	24857.000
2000	300	5808350	3251	3251.000
1350	750	5808350	4732	4732.000
1450	200	5808350	4181	4181.000
1600	0	5808350	3142	3142.000
2000	900	5808350	4036	4036.000
1450	1100	5808350	2842	2842.000
1500	200	5808350	2553	2553.000
700	450	5808350	29541	29541.000
1250	950	5808350	9255	9255.000
1500	1275	5808350	3569	3569.000
1500	800	5808350	3954	3954.000
1500	1100	5808350	2672	2672.000
1950	1350	5808350	3176	3176.000
1950	1050	5808350	4023	4023.000
1150	800	5808350	14138	14138.000
1800	1100	5808350	2592	2592.000
1350	700	5808350	6167	6167.000
1650	1250	5808350	2483	2483.000
1150	925	5808350	15529	15529.000
1100	600	5808350	21316	21316.000
1500	500	5808350	2709	2709.000
1600	1150	5808350	2946	2946.000
1150	550	5808350	15969	15969.000
900	350	5808350	25857	25857.000
1200	550	5808350	12651	12651.000
1250	550	5808350	8518	8518.000
1950	1300	5808350	4388	4388.000
1550	300	5808350	3491	3491.000
1600	400	5808350	3265	3265.000
1950	400	5808350	4390	4390.000
1700	1475	5808350	3769	3769.000
1000	700	5808350	24310	24310.000
1350	1100	5808350	5631	5631.000
1800	1200	5808350	2683	2683.000
1350	200	5808350	5422	5422.000
1700	200	5808350	3542	3542.000
1650	600	5808350	2940	2940.000
1600	500	5808350	3205	3205.000
1200	450	5808350	11349	11349.000
750	525	5808350	26446	26446.000
1700	1100	5808350	3596	3596.000
1750	200	5808350	3112	3112.000
1950	500	5808350	3111	3111.000
1150	900	5808350	18734	18734.000
2000	1400	5808350	4802	4802.000
1050	825	5808350	28093	28093.000
1650	800	5808350	3389	3389.000
950	450	5808350	22836	22836.000
800	500	5808350	24337	24337.000
1850	800	5808350	2180	2180.000
1000	200	5808350	25851	25851.000
1200	975	5808350	11412	11412.000
750	500	5808350	23767	23767.000
1400	800	5808350	4369	4369.000
1450	1225	5808350	2592	2592.000
1400	500	5808350	4039	4039.000
2000	600	5808350	4261	4261.000
1950	0	5808350	3909	3909.000
1550	1150	5808350	2921	2921.000
1900	0	5808350	3255	3255.000
1950	1000	5808350	4445	4445.000
1850	1100	5808350	3188	3188.000
1150	850	5808350	17531	17531.000
1350	850	5808350	3718	3718.000
1950	1550	5808350	2903	2903.000
1750	300	5808350	2932	2932.000
1600	1100	5808350	3310	3310.000
1850	1550	5808350	3756	3756.000
1450	0	5808350	3608	3608.000
1750	1525	5808350	2742	2742.000
1450	900	5808350	2315	2315.000
1900	1100	5808350	2839	2839.000
1450	1200	5808350	3274	3274.000
1100	300	5808350	21008	21008.000
1350	800	5808350	5463	5463.000
1550	1325	5808350	3844	3844.000
1900	100	5808350	3654	3654.000
1850	900	5808350	3658	3658.000
1550	1250	5808350	4133	4133.000
1850	300	5808350	5152	5152.000
1300	400	5808350	5541	5541.000
1500	400	5808350	3425	3425.000
1800	300	5808350	3385	3385.000
1500	700	5808350	2696	2696.000
1550	1050	5808350	3609	3609.000
1750	1000	5808350	3201	3201.000
1650	850	5808350	3152	3152.000
900	450	5808350	24387	24387.000
850	350	5808350	21702	21702.000
1200	300	5808350	9897	9897.000
1600	200	5808350	3526	3526.000
1250	850	5808350	9506	9506.000
1300	450	5808350	6082	6082.000
1250	900	5808350	9197	9197.000
1650	1200	5808350	3891	3891.000
1500	750	5808350	3713	3713.000
1500	650	5808350	4448	4448.000
1400	1150	5808350	3358	3358.000
1400	550	5808350	2661	2661.000
1100	850	5808350	19564	19564.000
1850	1150	5808350	3186	3186.000
650	425	5808350	44501	44501.000
1450	1150	5808350	3286	3286.000
1650	400	5808350	3197	3197.000
950	300	5808350	26704	26704.000
600	100	5808350	61831	61831.000
1750	850	5808350	3015	3015.000
1900	400	5808350	3526	3526.000
1800	1350	5808350	3975	3975.000
1150	300	5808350	18131	18131.000
1400	1100	5808350	2323	2323.000
1650	900	5808350	3388	3388.000
1200	800	5808350	11368	11368.000
700	475	5808350	26716	26716.000
1950	900	5808350	4374	4374.000
1350	1050	5808350	4852	4852.000
1050	300	5808350	28420	28420.000
1750	1150	5808350	3366	3366.000
1300	1050	5808350	5749	5749.000
1750	1450	5808350	3037	3037.000
1600	1350	5808350	2604	2604.000
1600	1300	5808350	2735	2735.000
850	625	5808350	24451	24451.000
1650	1300	5808350	1958	1958.000
950	700	5808350	23747	23747.000
750	400	5808350	22734	22734.000
1200	100	5808350	10061	10061.000
1900	300	5808350	2757	2757.000
1800	1450	5808350	3248	3248.000
1900	500	5808350	2514	2514.000
1700	950	5808350	2482	2482.000
1300	200	5808350	5416	5416.000
2000	1550	5808350	2042	2042.000
900	400	5808350	24614	24614.000
800	450	5808350	23763	23763.000
1650	0	5808350	2855	2855.000
1400	0	5808350	3752	3752.000
1000	450	5808350	23482	23482.000
1600	750	5808350	3828	3828.000
1550	1300	5808350	3903	3903.000
1350	650	5808350	4213	4213.000
1200	950	5808350	9590	9590.000
1400	450	5808350	3778	3778.000
1900	1000	5808350	4554	4554.000
600	350	5808350	70642	70642.000
1100	550	5808350	19879	19879.000
1700	1200	5808350	2574	2574.000
1850	200	5808350	2233	2233.000
1100	100	5808350	20438	20438.000
1300	550	5808350	5815	5815.000
950	550	5808350	26913	26913.000
1750	1200	5808350	3843	3843.000
2000	1150	5808350	3051	3051.000
1250	400	5808350	7968	7968.000
950	600	5808350	24702	24702.000
750	350	5808350	24224	24224.000
1450	650	5808350	3395	3395.000
1500	950	5808350	3172	3172.000
1250	650	5808350	7751	7751.000
1450	750	5808350	4082	4082.000
1000	775	5808350	24912	24912.000
1450	950	5808350	4023	4023.000
900	650	5808350	21772	21772.000
2000	1300	5808350	3414	3414.000
1650	100	5808350	3035	3035.000
1050	450	5808350	24409	24409.000
1550	750	5808350	3601	3601.000
2000	1500	5808350	3500	3500.000
1600	1250	5808350	3641	3641.000
950	500	5808350	24441	24441.000
1300	900	5808350	6400	6400.000
650	400	5808350	43455	43455.000
1900	600	5808350	3143	3143.000
1850	1500	5808350	3336	3336.000
1250	100	5808350	9583	9583.000
850	400	5808350	24288	24288.000
850	550	5808350	26210	26210.000
1300	1000	5808350	4920	4920.000
1700	700	5808350	2995	2995.000
1750	1350	5808350	2638	2638.000
1550	650	5808350	3036	3036.000
1900	1300	5808350	3311	3311.000
600	300	5808350	70642	70642.000
1200	750	5808350	11176	11176.000
1700	400	5808350	4306	4306.000
1000	750	5808350	26472	26472.000
1400	200	5808350	3353	3353.000
1450	300	5808350	3843	3843.000
1450	600	5808350	3471	3471.000
1500	0	5808350	3374	3374.000
800	350	5808350	25508	25508.000
1500	300	5808350	4112	4112.000
1900	200	5808350	4086	4086.000
1700	0	5808350	3370	3370.000
1500	900	5808350	3009	3009.000
1750	600	5808350	3694	3694.000
950	400	5808350	23451	23451.000
1800	1000	5808350	3289	3289.000
1800	100	5808350	3077	3077.000
1700	1300	5808350	4358	4358.000
1900	900	5808350	2320	2320.000
1000	0	5808350	22822	22822.000
1750	400	5808350	3735	3735.000
1950	1500	5808350	3538	3538.000
1200	0	5808350	11168	11168.000
1050	650	5808350	22231	22231.000
1200	600	5808350	11453	11453.000
1700	1050	5808350	3873	3873.000
1750	700	5808350	3325	3325.000
1650	300	5808350	4323	4323.000
1900	800	5808350	3531	3531.000
1700	100	5808350	3551	3551.000
1550	550	5808350	3402	3402.000
800	550	5808350	26189	26189.000
800	400	5808350	26769	26769.000
1800	850	5808350	3624	3624.000
800	100	5808350	25350	25350.000
1850	400	5808350	4822	4822.000
1600	1000	5808350	2813	2813.000
1600	700	5808350	4450	4450.000
1950	1100	5808350	3504	3504.000
1400	1000	5808350	2977	2977.000
1550	1200	5808350	4153	4153.000
1800	1550	5808350	2570	2570.000
1400	400	5808350	2899	2899.000
1950	1250	5808350	4860	4860.000
1950	200	5808350	3103	3103.000
1700	800	5808350	3789	3789.000
1750	1400	5808350	3497	3497.000
2000	1600	5808350	2693	2693.000
1700	1000	5808350	3092	3092.000
1250	800	5808350	8766	8766.000
1200	500	5808350	13081	13081.000
1900	700	5808350	2877	2877.000
1700	1150	5808350	3349	3349.000
1550	950	5808350	3574	3574.000
1300	500	5808350	6708	6708.000
1450	100	5808350	3626	3626.000
1750	500	5808350	2448	2448.000
1450	400	5808350	3713	3713.000
1850	1250	5808350	2786	2786.000
700	200	5808350	29143	29143.000
2000	1200	5808350	3534	3534.000
1000	300	5808350	23898	23898.000
1650	750	5808350	3961	3961.000
1550	1100	5808350	3577	3577.000
1600	1200	5808350	3655	3655.000
1750	1500	5808350	4006	4006.000
1050	600	5808350	24481	24481.000
1750	1250	5808350	4068	4068.000
1200	650	5808350	10262	10262.000
850	450	5808350	22726	22726.000
850	600	5808350	24789	24789.000
1250	350	5808350	8787	8787.000
650	300	5808350	43913	43913.000
1700	300	5808350	4229	4229.000
1650	700	5808350	2313	2313.000
1150	600	5808350	15669	15669.000
700	300	5808350	24736	24736.000
1500	550	5808350	3000	3000.000
1100	0	5808350	21043	21043.000
1700	1350	5808350	3405	3405.000
1550	850	5808350	3419	3419.000
1400	1050	5808350	3700	3700.000
1950	950	5808350	3413	3413.000
1400	750	5808350	3238	3238.000
1100	350	5808350	24667	24667.000
1850	1350	5808350	4450	4450.000
1800	900	5808350	2348	2348.000
700	350	5808350	21415	21415.000
1150	750	5808350	17327	17327.000
1800	0	5808350	2615	2615.000
1250	500	5808350	8465	8465.000
800	300	5808350	24552	24552.000
1700	1250	5808350	2346	2346.000
1000	500	5808350	23256	23256.000
1050	750	5808350	25323	25323.000
1800	1250	5808350	3763	3763.000
1900	1400	5808350	2530	2530.000
1150	700	5808350	16076	16076.000
1800	950	5808350	4686	4686.000
2000	1450	5808350	3697	3697.000
1750	1050	5808350	2357	2357.000
1350	350	5808350	4435	4435.000
1300	650	5808350	6362	6362.000
1100	400	5808350	21385	21385.000
1650	1000	5808350	2389	2389.000
1800	1050	5808350	3204	3204.000
1800	400	5808350	2130	2130.000
750	300	5808350	24411	24411.000
900	300	5808350	24743	24743.000
1350	300	5808350	4650	4650.000
1650	950	5808350	3718	3718.000
1000	650	5808350	23106	23106.000
1800	500	5808350	2821	2821.000
2000	400	5808350	2801	2801.000
1400	1175	5808350	3025	3025.000
700	0	5808350	26365	26365.000
1400	950	5808350	3083	3083.000
1750	0	5808350	3839	3839.000
1350	1000	5808350	4705	4705.000
1550	700	5808350	3840	3840.000
1200	400	5808350	10817	10817.000
1850	1600	5808350	2775	2775.000
1750	950	5808350	2933	2933.000
1850	1000	5808350	2771	2771.000
2000	800	5808350	2792	2792.000
800	575	5808350	23790	23790.000
1850	1450	5808350	2581	2581.000
1100	500	5808350	23510	23510.000
1700	750	5808350	4083	4083.000
1250	0	5808350	8996	8996.000
1250	600	5808350	8719	8719.000
1500	1050	5808350	3547	3547.000
1450	450	5808350	3553	3553.000
1350	550	5808350	5202	5202.000
2000	1250	5808350	3853	3853.000
1300	1075	5808350	6851	6851.000
1550	100	5808350	3941	3941.000
1000	550	5808350	25314	25314.000
1800	600	5808350	3211	3211.000
1700	1450	5808350	3757	3757.000
1900	1600	5808350	2601	2601.000
1800	1500	5808350	3418	3418.000
1550	600	5808350	3707	3707.000
1050	350	5808350	25322	25322.000
1250	750	5808350	9622	9622.000
850	500	5808350	21712	21712.000
600	0	5808350	69464	69464.000
1850	500	5808350	4371	4371.000
1800	1150	5808350	1672	1672.000
1050	800	5808350	22280	22280.000
1850	950	5808350	3260	3260.000
1750	800	5808350	4347	4347.000
1400	700	5808350	3872	3872.000
1200	200	5808350	10643	10643.000
1600	850	5808350	3559	3559.000
1400	100	5808350	3945	3945.000
1350	500	5808350	3536	3536.000
800	0	5808350	24196	24196.000
2000	500	5808350	3092	3092.000
1900	1500	5808350	3495	3495.000
1450	700	5808350	4080	4080.000
1950	1600	5808350	2746	2746.000
1450	1000	5808350	2873	2873.000
1500	100	5808350	3498	3498.000
1300	950	5808350	4979	4979.000
1750	1100	5808350	2645	2645.000
1250	1025	5808350	8455	8455.000
1500	1000	5808350	3071	3071.000
1600	1375	5808350	2841	2841.000
1100	650	5808350	19425	19425.000
1650	650	5808350	3407	3407.000
1100	200	5808350	21643	21643.000
1350	900	5808350	3976	3976.000
1950	1150	5808350	2627	2627.000
1750	900	5808350	2748	2748.000
1400	900	5808350	3980	3980.000
1400	850	5808350	4350	4350.000
1350	100	5808350	4301	4301.000
1750	100	5808350	3156	3156.000
1200	350	5808350	12203	12203.000
1300	0	5808350	6929	6929.000
1950	300	5808350	2398	2398.000
1950	1200	5808350	3653	3653.000
1800	700	5808350	2860	2860.000
1650	200	5808350	3282	3282.000
900	0	5808350	26859	26859.000
900	100	5808350	22245	22245.000
1650	1100	5808350	3656	3656.000
1250	1000	5808350	7552	7552.000
2000	1000	5808350	3761	3761.000
1850	1200	5808350	2190	2190.000
1700	500	5808350	3650	3650.000
1100	700	5808350	22575	22575.000
650	350	5808350	43875	43875.000
1100	750	5808350	24794	24794.000
1850	0	5808350	4045	4045.000
2000	100	5808350	2821	2821.000
1650	1050	5808350	3588	3588.000
1900	950	5808350	4744	4744.000
1000	350	5808350	26526	26526.000
1800	1575	5808350	2819	2819.000
1400	300	5808350	4651	4651.000
#mGo	mLSP	Total	Counts	genWeight
1800	200	5469388	2863	2863.000
600	200	5469388	62933	62933.000
1950	800	5469388	2559	2559.000
1850	1400	5469388	2625	2625.000
1150	450	5469388	17612	17612.000
1300	700	5469388	5012	5012.000
1250	300	5469388	8855	8855.000
600	375	5469388	64762	64762.000
1600	100	5469388	3452	3452.000
1050	400	5469388	21969	21969.000
2000	700	5469388	1896	1896.000
1200	850	5469388	10235	10235.000
1950	1450	5469388	2981	2981.000
1150	400	5469388	15392	15392.000
1450	800	5469388	2881	2881.000
2000	1100	5469388	3374	3374.000
1300	750	5469388	4744	4744.000
1350	1125	5469388	3863	3863.000
1850	850	5469388	2580	2580.000
1800	1300	5469388	3368	3368.000
1100	800	5469388	22717	22717.000
1900	1050	5469388	3525	3525.000
1850	700	5469388	2539	2539.000
1300	800	5469388	5188	5188.000
900	675	5469388	25190	25190.000
1650	1150	5469388	2936	2936.000
1950	1400	5469388	3023	3023.000
1500	600	5469388	3149	3149.000
1600	950	5469388	2711	2711.000
1500	1200	5469388	3465	3465.000
1700	850	5469388	3049	3049.000
950	350	5469388	22438	22438.000
2000	200	5469388	2459	2459.000
1650	1350	5469388	3268	3268.000
1100	875	5469388	24219	24219.000
